지점명,주소,주소1,주소2,주소3
홈플러스영등포,"서울특별시 영등포구 당산로 42 1,2층",서울특별시,영등포구,"당산로 42 1,2층"
홈플러스김포,경기도 김포시 감정동 중봉로 14,경기도,김포시,감정동 중봉로 14
부천중동,경기도 부천시 원미구 중동로 254번길 104,경기도,부천시,원미구 중동로 254번길 104
수락산역,서울특별시 노원구 동일로 1668(상계동),서울특별시,노원구,동일로 1668(상계동)
롯데마트행당역,서울특별시 성동구 행당동 328,서울특별시,성동구,행당동 328
울산화봉,울산광역시 북구 화봉로 74,울산광역시,북구,화봉로 74
롯데마트수원천천,경기도 수원시 장안구 만석로19번길 25-10,경기도,수원시,장안구 만석로19번길 25-10
한남대,대전광역시 대덕구 한남로 28,대전광역시,대덕구,한남로 28
한성대입구역,서울특별시 성북구 동소문로 2,서울특별시,성북구,동소문로 2
전남대,광주광역시 북구 우치로 102-1 (용봉동),광주광역시,북구,우치로 102-1 (용봉동)
청구역,서울특별시 중구 다산로 168,서울특별시,중구,다산로 168
목포용해,"전라남도 목포시 용당로 337, 2층",전라남도,목포시,"용당로 337, 2층"
동해쇄운,강원도 동해시 청운1길 52,강원도,동해시,청운1길 52
롯데씨네마광주수완,광주광역시 광산구 장신로 98,광주광역시,광산구,장신로 98
부산화명,부산광역시 북구 화명신도시로 127,부산광역시,북구,화명신도시로 127
홈플러스부산연산,부산광역시 연제구 반송로 88,부산광역시,연제구,반송로 88
강릉D/T,강원도 강릉시 성덕포남로 46,강원도,강릉시,성덕포남로 46
진해중앙,경상남도 창원시 진해구 중원로 86번길 31,경상남도,창원시,진해구 중원로 86번길 31
대방역,"서울특별시 영등포구 영등포로 416 신길동 1,2층",서울특별시,영등포구,"영등포로 416 신길동 1,2층"
철원와수,강원도 철원군 서면 와수로 186,강원도,철원군,서면 와수로 186
전주삼천,전라북도 전주시 완산구 삼천동1가 285-5,전라북도,전주시,완산구 삼천동1가 285-5
무주,전라북도 무주군 무주읍 단천로 99,전라북도,무주군,무주읍 단천로 99
괴산,충청북도 괴산군 괴산읍 괴강로 4,충청북도,괴산군,괴산읍 괴강로 4
포천운천,경기도 포천시 영북면 운천안길 26,경기도,포천시,영북면 운천안길 26
원주단계,강원도 원주시 천사로 63,강원도,원주시,천사로 63
롯데마트원주,강원도 원주시 봉화로 1,강원도,원주시,봉화로 1
동대구역사,대구광역시 동구 동대구로 550,대구광역시,동구,동대구로 550
포항문덕,경상북도 포항시 남구 오천읍 원동로 66,경상북도,포항시,남구 오천읍 원동로 66
홈플러스경주,경상북도 경주시 공단로 97,경상북도,경주시,공단로 97
광주양산,광주광역시 북구 임방울대로 1068  (용두동),광주광역시,북구,임방울대로 1068  (용두동)
구미봉곡,경상북도 구미시 봉곡동로 4,경상북도,구미시,봉곡동로 4
홈플러스안산,경기도 안산시 상록구 충장로 432,경기도,안산시,상록구 충장로 432
롯데몰김포공항,서울특별시 강서구 하늘길 38,서울특별시,강서구,하늘길 38
대구동호D/T,대구광역시 동구 안심로 288,대구광역시,동구,안심로 288
신경주역사,경상북도 경주시 건천읍 신경주역로 80,경상북도,경주시,건천읍 신경주역로 80
파주아울렛,경기도 파주시 회동길 390  롯데프리미엄아울렛 A블럭 3층,경기도,파주시,회동길 390  롯데프리미엄아울렛 A블럭 3층
송파,서울특별시 송파구 가락로 164,서울특별시,송파구,가락로 164
김포양곡,경기도 김포시 양촌읍 양곡2로 30번길 7-19,경기도,김포시,양촌읍 양곡2로 30번길 7-19
중동인성,"경기도 부천시 원미구 중동 석천로 106 인성프라자1,2층",경기도,부천시,"원미구 중동 석천로 106 인성프라자1,2층"
오이도D/I,경기도 시흥시 정왕신길로 49번길 53,경기도,시흥시,정왕신길로 49번길 53
중곡,서울특별시 광진구 면목로 136 창원빌딩,서울특별시,광진구,면목로 136 창원빌딩
홈플러스작전,인천광역시 계양구 계양대로 27,인천광역시,계양구,계양대로 27
울산세이브존,울산광역시 남구 번영로 250번길 9,울산광역시,남구,번영로 250번길 9
롯데마트송파,서울특별시 송파구 중대로 80,서울특별시,송파구,중대로 80
대전와동D/T,대전광역시 대덕구 와동 375번지,대전광역시,대덕구,와동 375번지
충주연수,충청북도 충주시 계명대로 238,충청북도,충주시,계명대로 238
망우,서울특별시 중랑구 봉우재로 239,서울특별시,중랑구,봉우재로 239
인천청라,인천광역시 서구 인천 서구 청라에메랄드로99,인천광역시,서구,인천 서구 청라에메랄드로99
롯데마트삼양,서울특별시 강북구 삼양로 247,서울특별시,강북구,삼양로 247
영광,전라남도 영광군 영광읍신남로 185-2,전라남도,영광군,영광읍신남로 185-2
청양,충청남도 청양군 청양읍 중앙로 147,충청남도,청양군,청양읍 중앙로 147
NC강서,서울특별시 강서구 강서로 56길 17,서울특별시,강서구,강서로 56길 17
광주동강대,광주광역시 북구 동문대로 69,광주광역시,북구,동문대로 69
상계,서울특별시 노원구 한글비석로 369,서울특별시,노원구,한글비석로 369
부산미남역,부산광역시 동래구 아시아드대로 234,부산광역시,동래구,아시아드대로 234
일산킨텍스,경기도 고양시 일산서구 한류월드로 407(대화동 제2킨텍스 전시장 1층),경기도,고양시,일산서구 한류월드로 407(대화동 제2킨텍스 전시장 1층)
대구스타디움,대구광역시 수성구 유니버시아드로 140,대구광역시,수성구,유니버시아드로 140
부산명지,부산광역시 강서구 명지오션시티11로 74,부산광역시,강서구,명지오션시티11로 74
방학,서울특별시 도봉구 방학로 173,서울특별시,도봉구,방학로 173
시흥월곶,경기도 시흥시 월곶동 월곶중앙로(61) 월곶동,경기도,시흥시,월곶동 월곶중앙로(61) 월곶동
상암,서울특별시 마포구 월드컵북로 402 KGIT센터 150~152호,서울특별시,마포구,월드컵북로 402 KGIT센터 150~152호
광양마동,전라남도 광양시 사동로 179  (마동),전라남도,광양시,사동로 179  (마동)
강일,서울특별시 강동구 아리수로93길 33-9,서울특별시,강동구,아리수로93길 33-9
발산역,서울특별시 강서구 강서로 56길 24,서울특별시,강서구,강서로 56길 24
문막,강원도 원주시 문막읍 원문로 1587,강원도,원주시,문막읍 원문로 1587
목동행복한백화점,서울특별시 양천구 목동동로 목동동로309,서울특별시,양천구,목동동로 목동동로309
종암,서울특별시 성북구 종암로 91,서울특별시,성북구,종암로 91
마산내서,경상남도 창원시 마산회원구 내서읍 경남대로 915,경상남도,창원시,마산회원구 내서읍 경남대로 915
청주터미널,충청북도 청주시 흥덕구 가경동 1449번지 터미날타워 10호동,충청북도,청주시,흥덕구 가경동 1449번지 터미날타워 10호동
천안상록리조트,충청남도 천안시 동남구 수신면 수신로 576,충청남도,천안시,동남구 수신면 수신로 576
광명하안,경기도 광명시 범안로 1045,경기도,광명시,범안로 1045
광혜원,충청북도 진천군 광혜원면 장기길 104,충청북도,진천군,광혜원면 장기길 104
부평,인천광역시 부평구 경원대로 1399,인천광역시,부평구,경원대로 1399
시흥정왕역,경기도 시흥시 마유로418번 길10,경기도,시흥시,마유로418번 길10
운정한빛,경기도 파주시 와석순환로 125 (동패동),경기도,파주시,와석순환로 125 (동패동)
여의도선착장,서울특별시 영등포구 여의동로 290,서울특별시,영등포구,여의동로 290
청주하나로,충청북도 청주시 상당구 무농정로 32 청주하나로클럽內,충청북도,청주시,상당구 무농정로 32 청주하나로클럽內
전주효자서부,전라북도 전주시 완산구 호암로 65,전라북도,전주시,완산구 호암로 65
성수역,서울특별시 성동구 아차산로7길 28 성수쇼핑센타,서울특별시,성동구,아차산로7길 28 성수쇼핑센타
아산탕정,충청남도 아산시 탕정면 탕정면로 37,충청남도,아산시,탕정면 탕정면로 37
구파발역,서울특별시 은평구 진관동 지하철 3호선구파발역 1번출구앞 구파발역복합환승센터1층,서울특별시,은평구,진관동 지하철 3호선구파발역 1번출구앞 구파발역복합환승센터1층
부천범박,경기도 부천시 소사구 소사동로 87,경기도,부천시,소사구 소사동로 87
남양주진접,경기도 남양주시 진접읍 해밀예당 3로 51,경기도,남양주시,진접읍 해밀예당 3로 51
고양,경기도 고양시 덕양구 고양동 682번지 sun빌딩 1층,경기도,고양시,덕양구 고양동 682번지 sun빌딩 1층
일산가좌,경기도 고양시 일산서구 가좌1로53,경기도,고양시,일산서구 가좌1로53
롯데몰이시아폴리스점,대구광역시 동구 팔공로49길 16,대구광역시,동구,팔공로49길 16
키즈마트부산,부산광역시 진구 신천대로 241,부산광역시,부산진구,신천대로 241
군산수송,전라북도 군산시 서수송 1길  2,전라북도,군산시,서수송 1길  2
암사역,서울특별시 강동구 올림픽로792,서울특별시,강동구,올림픽로792
김포통진,경기도 김포시 통진읍 김포대로 2242,경기도,김포시,통진읍 김포대로 2242
상봉역,서울특별시 중랑구 상봉동 115-14 1층,서울특별시,중랑구,상봉동 115-14 1층
구리돌다리,경기도 구리시 검배로 21,경기도,구리시,검배로 21
구리인창,경기도 구리시 동구릉로 108,경기도,구리시,동구릉로 108
안성공도D/T,경기도 안성시 공도읍 서동대로 3904-6,경기도,안성시,공도읍 서동대로 3904-6
일산식사,경기도 고양시 일산동구 위시티2로 11번길 45,경기도,고양시,일산동구 위시티2로 11번길 45
충북오송,충청북도 청원군 오송읍 오송생명로 194,충청북도,청주시,오송읍 오송생명로 194
울산남목,"울산광역시 동구 방어진순환도로 1133, 102호",울산광역시,동구,"방어진순환도로 1133, 102호"
정릉,"서울특별시 성북구 보국문로8길 4, 1층(정릉동)",서울특별시,성북구,"보국문로8길 4, 1층(정릉동)"
인제터미널,강원도 인제군 인제읍 비봉로 43길,강원도,인제군,인제읍 비봉로 43길
용인흥덕,경기도 용인시 기흥구 흥덕2로 87번길 18,경기도,용인시,기흥구 흥덕2로 87번길 18
포천송우,경기도 포천시 소흘읍 송우로 53,경기도,포천시,소흘읍 송우로 53
완도,전라남도 완도군 완도읍 군내리장보고대로 210,전라남도,완도군,완도읍 군내리장보고대로 210
전주송천,전라북도 전주시 덕진구 솔내로 182 (송천동2가),전라북도,전주시,덕진구 솔내로 182 (송천동2가)
용인죽전1동,경기도 용인시 수지구 현암로 154,경기도,용인시,수지구 현암로 154
방화,서울특별시 강서구 양천로 73,서울특별시,강서구,양천로 73
성남테크노밸리,경기도 성남시 중원구 사기막골로 124,경기도,성남시,중원구 사기막골로 124
중앙대,서울특별시 동작구 흑석동 182-7 1층 롯데리아,서울특별시,동작구,흑석동 182-7 1층 롯데리아
장호원,경기도 이천시 장호원읍 장감로80,경기도,이천시,장호원읍 장감로80
이수역,"서울특별시 동작구 동작대로 129, 지상1층",서울특별시,동작구,"동작대로 129, 지상1층"
수원정자,경기도 수원시 장안구 정자천로173번길 17 107호,경기도,수원시,장안구 정자천로173번길 17 107호
창원소답,경상남도 창원시 의창구 읍성로 79번길2 102~104호 (소답동),경상남도,창원시,의창구 읍성로 79번길2 102~104호 (소답동)
공항신도시,인천광역시 중구 흰바위로59번길 31,인천광역시,중구,흰바위로59번길 31
부산범어사역,부산광역시 금정구 중앙대로 2103,부산광역시,금정구,중앙대로 2103
용산역사ST,서울특별시 용산구 한강대로23길 55,서울특별시,용산구,한강대로23길 55
홈플러스김해,경상남도 김해시 김해대로 2078,경상남도,김해시,김해대로 2078
롯데마트제천,충청북도 제천시 용두대로 111 롯데마트제천점 내,충청북도,제천시,용두대로 111 롯데마트제천점 내
광주수완,광주광역시 광산구 임방울대로 338,광주광역시,광산구,임방울대로 338
군산산북,전라북도 군산시 공단대로 566,전라북도,군산시,공단대로 566
길음뉴타운점,서울특별시 성북구 길음로7길 6,서울특별시,성북구,길음로7길 6
단양,충청북도 단양군 단양읍 삼봉로 315,충청북도,단양군,단양읍 삼봉로 315
수영로타리,부산광역시 수영구 광안동 50-13,부산광역시,수영구,광안동 50-13
역곡역,경기도 부천시 원미구 부일로 727,경기도,부천시,원미구 부일로 727
대전시청,대전광역시 서구 문정로 70 제이엔에스빌딩 1층,대전광역시,서구,문정로 70 제이엔에스빌딩 1층
용인신봉,경기도 용인시 수지구 수지로 217,경기도,용인시,수지구 수지로 217
구리토평,경기도 구리시 체육관로26,경기도,구리시,체육관로26
홈플러스밀양,경상남도 밀양시 점필재로 45 (내이동),경상남도,밀양시,점필재로 45 (내이동)
시흥능곡,"경기도 시흥시 장현능곡로 198 (능곡동,126,127호)",경기도,시흥시,"장현능곡로 198 (능곡동,126,127호)"
목포석현,전라남도 목포시 영산로 559,전라남도,목포시,영산로 559
문산,경기도 파주시 문산읍 문향로 70,경기도,파주시,문산읍 문향로 70
함양,경상남도 함양군 함양읍 고운로 52,경상남도,함양군,함양읍 고운로 52
삼호한마음,전라남도 영암군 삼호읍 신항로 63-2,전라남도,영암군,삼호읍 신항로 63-2
파주운정,경기도 파주시 미래로 622,경기도,파주시,미래로 622
광주두암,광주광역시 북구 갈마로 53,광주광역시,북구,갈마로 53
화천,강원도 화천군 화천읍 중앙 16,강원도,화천군,화천읍 중앙 16
천안목천,충청남도 천안시 동남구 목천읍 충절로 895,충청남도,천안시,동남구 목천읍 충절로 895
충남대,대전광역시 유성구 궁동로 18번길-6,대전광역시,유성구,궁동로 18번길-6
메가마트언양,울산광역시 울주군 삼남면 반구대로 612,울산광역시,울주군,삼남면 반구대로 612
평택송탄,경기도 평택시 서정동 814-7번지 덕수빌딩 1층,경기도,평택시,서정동 814-7번지 덕수빌딩 1층
양주고읍,경기도 양주시 광사동 651번지 해동월드타워 1층 110호,경기도,양주시,광사동 651번지 해동월드타워 1층 110호
대구동성로,대구광역시 중구 동성로 39,대구광역시,중구,동성로 39
공릉역,서울특별시 노원구 동일로 192길 27,서울특별시,노원구,동일로 192길 27
여수여서,전라남도 여수시 여서로 164-1  (여서동),전라남도,여수시,여서로 164-1  (여서동)
가든파이브,서울특별시 송파구 충민로66,서울특별시,송파구,충민로66
진주산업대,경상남도 진주시 동진로 23(칠암동),경상남도,진주시,동진로 23(칠암동)
천안아산역사,충청남도 아산시 배방읍 희망로 100,충청남도,아산시,배방읍 희망로 100
홈플러스월곡,서울특별시 성북구 화랑로 76,서울특별시,성북구,화랑로 76
안성공도,경기도 안성시 공도읍 공도로 132,경기도,안성시,공도읍 공도로 132
창원상남,경상남도 창원시 성산구 단정로 7,경상남도,창원시,성산구 단정로 7
하나로마트울산,울산광역시 울주군 범서읍 장검길10,울산광역시,울주군,범서읍 장검길10
통영죽림,경상남도 통영시 광도면 죽림1로 17-51,경상남도,통영시,광도면 죽림1로 17-51
의왕오전,경기도 의왕시 모락로26,경기도,의왕시,모락로26
부산반송,부산광역시 해운대구 아랫반송로 28-1,부산광역시,해운대구,아랫반송로 28-1
익산모현,전라북도 익산시 고현로 90 (모현동1가),전라북도,익산시,고현로 90 (모현동1가)
대전배재,대전광역시 서구 배재로 176,대전광역시,서구,배재로 176
부천오정,경기도 부천시 오정구 오정로249,경기도,부천시,오정구 오정로249
부산대,부산광역시 금정구 부산대학로 47,부산광역시,금정구,부산대학로 47
의정부신곡,경기도 의정부시 신곡1동 동일로 462,경기도,의정부시,신곡1동 동일로 462
남악,전라남도 무안군 대죽동로 40,전라남도,무안군,대죽동로 40
부산동래역,부산광역시 동래구 중앙대로 1319,부산광역시,동래구,중앙대로 1319
화성센트럴파크,경기도 화성시 동탄지성로 116,경기도,화성시,동탄지성로 116
울산온양,울산광역시 을주군 온양읍 온양로 95,울산광역시,울주군,온양읍 온양로 95
광주풍암,광주광역시 서구 풍암2로 10,광주광역시,서구,풍암2로 10
키자니아,서울특별시 송파구 올림픽로 240 2층,서울특별시,송파구,올림픽로 240 2층
인천검암,인천광역시 서구 승학로 505,인천광역시,서구,승학로 505
청주봉명,충청북도 청주시 흥덕구 백봉로227 이화빌딩 105호,충청북도,청주시,흥덕구 백봉로227 이화빌딩 105호
롯데마트춘천,강원도 춘천시 방송길 84 롯데마트內,강원도,춘천시,방송길 84 롯데마트內
사당,서울특별시 서초구 동작대로 24,서울특별시,서초구,동작대로 24
오류동역,서울특별시 구로구 경인로20길 1,서울특별시,구로구,경인로20길 1
의왕부곡,경기도 의왕시 부곡중앙남1길 3,경기도,의왕시,부곡중앙남1길 3
일산풍동,경기도 고양시 일산동구 숲속마을로 48,경기도,고양시,일산동구 숲속마을로 48
화순,전라남도 화순군 화순읍 만연리 223,전라남도,화순군,화순읍 만연리 223
건대역,서울특별시 광진구 능동로 110,서울특별시,광진구,능동로 110
대구수성구청,대구광역시 수성구 달구벌대로 2472,대구광역시,수성구,달구벌대로 2472
부산정관,부산광역시 기장군 정관면 정관로 560,부산광역시,기장군,정관면 정관로 560
사가정역,서울특별시 중랑구 면목로 333,서울특별시,중랑구,면목로 333
광주동림,광주광역시 서구 동천동626,광주광역시,서구,동천동626
용인둔전,경기도 용인시 포곡읍 포곡로 107번길 2,경기도,용인시,포곡읍 포곡로 107번길 2
인천간석,인천광역시 미추홀구 주안로219,인천광역시,미추홀구,주안로219
일산후곡,경기도 고양시 일산서구 일산로 544,경기도,고양시,일산서구 일산로 544
인천월미마이랜드,인천광역시 중구 월미문화로 81,인천광역시,중구,월미문화로 81
성남단대,경기도 성남시 중원구 산성대로 372번길 15,경기도,성남시,중원구 산성대로 372번길 15
고덕역,서울특별시 강동구 동남로73길 26 02호,서울특별시,강동구,동남로73길 26 02호
목포,전라남도 목포시 영산로 59번길 30,전라남도,목포시,영산로 59번길 30
의정부호원,경기도 의정부시 평화로238,경기도,의정부시,평화로238
목포북항,전라남도 목포시 청호로 173,전라남도,목포시,청호로 173
미아삼거리,서울특별시 성북구 도봉로 29,서울특별시,성북구,도봉로 29
인천남동공단,인천광역시 남동구 논현로 40 1층,인천광역시,남동구,논현로 40 1층
롯데마트광주수완,광주광역시 광산구 장신로 98,광주광역시,광산구,장신로 98
부천뉴코아,경기도 부천시 원미구 송내대로 239(상동),경기도,부천시,원미구 송내대로 239(상동)
영등포타임스퀘어B2,서울특별시 영등포구 영중로 15(영등포동 4가)B2층,서울특별시,영등포구,영중로 15(영등포동 4가)B2층
김해율하,경상남도 김해시 장유동 율하3로 42,경상남도,김해시,장유동 율하3로 42
대구서부정류장,대구광역시 달서구 구마로 260,대구광역시,달서구,구마로 260
신도림역,서울특별시 구로구 경인로661(신도림동),서울특별시,구로구,경인로661(신도림동)
대구서재,대구광역시 달성군 다사읍 서재본길 4-1,대구광역시,달성군,다사읍 서재본길 4-1
롯데마트서산,충청남도 서산시 충의로 27 롯데마트 2층,충청남도,서산시,충의로 27 롯데마트 2층
진주금산,경상남도 진주시 금산면 금산순환로 4,경상남도,진주시,금산면 금산순환로 4
알펜시아리조트,강원도 평창군 대관령면 솔봉로 325,강원도,평창군,대관령면 솔봉로 325
김포장기,경기도 김포시 김포한강 1로 78번길 5(장기동),경기도,김포시,김포한강 1로 78번길 5(장기동)
광주학동,광주광역시 동구 남문로 682 (학동),광주광역시,동구,남문로 682 (학동)
전주동산,전라북도 전주시 덕진구 편운로 6,전라북도,전주시,덕진구 편운로 6
평촌귀인,경기도 안양시 동안구 평촌대로 139,경기도,안양시,동안구 평촌대로 139
고양행신역,경기도 고양시 덕양구 행신동 무원로6번길 50,경기도,고양시,덕양구 행신동 무원로6번길 50
인천올리브,인천광역시 남동구 남동대로 880,인천광역시,남동구,남동대로 880
롯데마트고양,경기도 고양시 덕양구 행신동 중앙동 558번길 21,경기도,고양시,덕양구 행신동 중앙동 558번길 21
양산부산대,경상남도 양산시 물금읍 삽량로 36,경상남도,양산시,물금읍 삽량로 36
대구사월역,대구광역시 수성구 달구벌대로 3280,대구광역시,수성구,달구벌대로 3280
롯데마트통영,경상남도 통영시 무전대로 65,경상남도,통영시,무전대로 65
롯데마트평택배미,"경기도 평택시 평택5로 30 (합정동, 1층)",경기도,평택시,"평택5로 30 (합정동, 1층)"
여수디오션리조트,전라남도 여수시 소호동 923 디오션호텔,전라남도,여수시,소호동 923 디오션호텔
대구아양교,대구광역시 동구 아양로 240,대구광역시,동구,아양로 240
인천송도,인천광역시 연수구 신송로 122,인천광역시,연수구,신송로 122
대구스파밸리,대구광역시 달성군 가창면 가창로 891,대구광역시,달성군,가창면 가창로 891
신곡시장,서울특별시 양천구 신월로 164,서울특별시,양천구,신월로 164
홈플러스일산,경기도 고양시 일산동구 중앙로1275번길 64,경기도,고양시,일산동구 중앙로1275번길 64
평택팽성,경기도 평택시 팽성읍 동서촌로97,경기도,평택시,팽성읍 동서촌로97
용인보정,경기도 용인시 기흥구 죽전로 39,경기도,용인시,기흥구 죽전로 39
화성향남,경기도 화성시 향남읍 발안로 107,경기도,화성시,향남읍 발안로 107
아울렛광명,경기도 광명시 철산로 4 지하 2층,경기도,광명시,철산로 4 지하 2층
홈플러스계림,광주광역시 동구 무등로 314,광주광역시,동구,무등로 314
롯데김해아울렛,경상남도 김해시 신문동72-19,경상남도,김해시,신문동72-19
아산둔포,충청남도 아산시 둔포면 둔포 중앙로 148,충청남도,아산시,둔포면 둔포 중앙로 148
숙대입구역,서울특별시 용산구 한강대로 283,서울특별시,용산구,한강대로 283
인천논현,인천광역시 남동구 논고개로123번길17,인천광역시,남동구,논고개로123번길17
포천D/T,경기도 포천시 소흘읍 호국호 231,경기도,포천시,소흘읍 호국호 231
홈플러스부산감만,부산광역시 남구 우암로 124,부산광역시,남구,우암로 124
롯데마트전주송천,전라북도 전주시 덕진구 송천중앙로 82  (송천동1가),전라북도,전주시,덕진구 송천중앙로 82  (송천동1가)
부산경성대,부산광역시 남구 수영로 300,부산광역시,남구,수영로 300
롯데마트전주,전라북도 전주시 완산구 우전로 240,전라북도,전주시,완산구 우전로 240
롯데마트당진,충청남도 당진시 정안로 20 롯데마트 1층,충청남도,당진시,정안로 20 롯데마트 1층
홈플러스평촌,경기도 안양시 동안구 평촌대로 253번길 48,경기도,안양시,동안구 평촌대로 253번길 48
동대문광장,서울특별시 종로구 종로 286,서울특별시,종로구,종로 286
태백,강원도 태백시 태백로 898,강원도,태백시,태백로 898
구미양포,경상북도 구미시 옥계북로 7,경상북도,구미시,옥계북로 7
홈플러스오창,충청북도 청원군 오창읍 중심상업1로 8-11,충청북도,청주시,오창읍 중심상업1로 8-11
송악,충청남도 당진시 송악읍 신복운로 7길 4-4,충청남도,당진시,송악읍 신복운로 7길 4-4
장승포,경상남도 거제시 능포로 132-1,경상남도,거제시,능포로 132-1
수원북문,경기도 수원시 장안구 영화동 301-6,경기도,수원시,장안구 영화동 301-6
홈플러스천안,충청남도 천안시 동남구 천안대로 574 홈플러스內,충청남도,천안시,동남구 천안대로 574 홈플러스內
화성봉담,경기도 화성시 봉담읍 동화리 599-2번지 이원타워 1층 롯데리아,경기도,화성시,봉담읍 동화리 599-2번지 이원타워 1층 롯데리아
동해,강원도 동해시 천곡로 74,강원도,동해시,천곡로 74
성신여대,서울특별시 성북구 동소문로 117,서울특별시,성북구,동소문로 117
홈플러스진해,경상남도 창원시 진해구 충장로 356,경상남도,창원시,진해구 충장로 356
충주터미널,충청북도 충주시 봉계1길 49 공용터미널1층,충청북도,충주시,봉계1길 49 공용터미널1층
홈플러스조치원,세종특별자치시 허만석로 60-1,세종특별자치시,세종특별자치시,허만석로 60-1
수원성대,경기도 수원시 장안구 서부로 2121,경기도,수원시,장안구 서부로 2121
광주치평점,광주광역시 서구 상무중앙로 95,광주광역시,서구,상무중앙로 95
영덕,경상북도 영덕군 영덕읍 남석길 74,경상북도,영덕군,영덕읍 남석길 74
칠곡석적,경상북도 칠곡군 석적읍 북중리3길 40,경상북도,칠곡군,석적읍 북중리3길 40
홈플러스상인,대구광역시 달서구 월배로 183,대구광역시,달서구,월배로 183
홈플러스계산,인천광역시 계양구 오조산 공원로 14,인천광역시,계양구,오조산 공원로 14
홈플러스목포B1,전라남도 목포시 영산로 313,전라남도,목포시,영산로 313
화성동탄,경기도 화성시 동탄문화센터로 71-3,경기도,화성시,동탄문화센터로 71-3
구미상모,경상북도 구미시 상사동로 64,경상북도,구미시,상사동로 64
롯데마인천삼산B1,인천광역시 부평구 길주로623-0,인천광역시,부평구,길주로623-0
용인상현,"경기도 용인시 수지구 상현로 114, 나래빌딩 104-106호",경기도,용인시,"수지구 상현로 114, 나래빌딩 104-106호"
원통,강원도 인제군 북면 원통로147 길 27,강원도,인제군,북면 원통로147 길 27
평촌주공공이,경기도 안양시 동안구 관평로 170번길 33,경기도,안양시,동안구 관평로 170번길 33
롯데마트대덕테크노밸리,대전광역시 유성구 테크노 중앙로 14,대전광역시,유성구,테크노 중앙로 14
인천가좌,인천광역시 서구 원적로 85,인천광역시,서구,원적로 85
동대문역사문화공원역,서울특별시 중구 을지로 255,서울특별시,중구,을지로 255
전주터미널,전라북도 전주시 덕진구 전북 전주시 덕진구 가리내로 21,전라북도,전주시,덕진구 전북 전주시 덕진구 가리내로 21
청주산남,충청북도 청주시 흥덕구 산남로 70번길 3,충청북도,청주시,흥덕구 산남로 70번길 3
신당역,서울특별시 중구 퇴계로428-1,서울특별시,중구,퇴계로428-1
홈플러스전주,전라북도 전주시 덕진구 백제대로 771  (우아동3가),전라북도,전주시,덕진구 백제대로 771  (우아동3가)
신림역,서울특별시 관악구 남부순환로 1610,서울특별시,관악구,남부순환로 1610
원광대,전라북도 익산시 동서로 19길 103-1 (신동),전라북도,익산시,동서로 19길 103-1 (신동)
천안직산,충청남도 천안시 서북구 봉주로38,충청남도,천안시,서북구 봉주로38
홈플러스해운대,부산광역시 해운대구 해운대해변로 140,부산광역시,해운대구,해운대해변로 140
청량리,서울특별시 동대문구 왕산로 209,서울특별시,동대문구,왕산로 209
울산구영,울산광역시 울주군 범서읍 점촌3길 10-10 1,울산광역시,울주군,범서읍 점촌3길 10-10 1
화성기안,경기도 화성시 효행로287.보보스프라자106,경기도,화성시,효행로287.보보스프라자106
대전가오,대전광역시 동구 은어송로60 103호,대전광역시,동구,은어송로60 103호
부천역,경기도 부천시 소사구 부천로1 부천역사 쇼핑몰,경기도,부천시,소사구 부천로1 부천역사 쇼핑몰
부천역EXP,경기도 부천시 소사구 부천로1 137호 부천역사쇼핑몰,경기도,부천시,소사구 부천로1 137호 부천역사쇼핑몰
광명,경기도 광명시 광명로 890,경기도,광명시,광명로 890
부산사상,부산광역시 사상구 사상로 211,부산광역시,사상구,사상로 211
노량진,서울특별시 동작구 장승배기로 171,서울특별시,동작구,장승배기로 171
순천풍덕,전라남도 순천시 팔마로 222,전라남도,순천시,팔마로 222
용인구성,경기도 용인시 기흥구 구성로 58,경기도,용인시,기흥구 구성로 58
인천만수,인천광역시 남동구 만수로47 만수메디칼 빌딩105호,인천광역시,남동구,만수로47 만수메디칼 빌딩105호
대전전민,대전광역시 유성구 유성대로 1746-1,대전광역시,유성구,유성대로 1746-1
홈플러스울산북구,울산광역시 북구 신답로 26,울산광역시,북구,신답로 26
호평,경기도 남양주시 늘을2로 14번길 3,경기도,남양주시,늘을2로 14번길 3
의정부제일,경기도 의정부시 시민로131번길 16,경기도,의정부시,시민로131번길 16
고창,전라북도 고창군 고창읍 중앙로 229,전라북도,고창군,고창읍 중앙로 229
홈플러스천안신방,충청남도 천안시 동남구 신촌1길23,충청남도,천안시,동남구 신촌1길23
건대스타시티,서울특별시 광진구 아차산로272,서울특별시,광진구,아차산로272
롯데마트군산,전라북도 군산시 수송로 210-1,전라북도,군산시,수송로 210-1
파주교하,경기도 파주시 책향기로 419 (동패동),경기도,파주시,책향기로 419 (동패동)
인천석남,"인천광역시 서구 거북로 87, 1층",인천광역시,서구,"거북로 87, 1층"
광주문흥,광주광역시 북구 서하로 384,광주광역시,북구,서하로 384
홈플러스방학,서울특별시 도봉구 도봉로 678,서울특별시,도봉구,도봉로 678
조치원,세종특별자치시 조치원로 27-1,세종특별자치시,세종특별자치시,조치원로 27-1
롯데마트장유,경상남도 김해시 장유면 번화1로 56번길 15,경상남도,김해시,장유면 번화1로 56번길 15
